url,title,years,nb_seasons,nb_episodes,episode_length,synopsis,mark,marks_nb
https://www.imdb.com/title/tt0203082/?ref_=chttvtp_i_234,Kenshin le Vagabond - Le Chapitre de la Mémoire,1999,,4,1h 58min,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","8,6",16 k
https://www.imdb.com/title/tt10802170/?ref_=chttvtp_i_235,The Rehearsal,2022– ,2,7,30min,Nathan Fielder donne aux gens une chance de répéter pour leur propre vie dans un monde où rien ne se passe jamais comme prévu.,"8,5",26 k
https://www.imdb.com/title/tt7120662/?ref_=chttvtp_i_232,Derry Girls,2018–2022,3,19,30min,"Les exploits personnels d'une jeune fille de seize ans, de sa famille et de ses amis pendant les troubles du début des années quatre-vingt-dix.","8,5",57 k
https://www.imdb.com/title/tt20869502/?ref_=chttvtp_i_230,Extraordinary Attorney Woo,2022,,16,1h 15min,"En raison de son QI élevé de 164, de sa mémoire impressionnante et de son processus de pensée créatif, la brillante Woo Young Woo obtient son diplôme en tête de sa classe dans une prestigieu...","8,6",26 k
https://www.imdb.com/title/tt0120570/?ref_=chttvtp_i_231,De la Terre à la Lune,1998,,12,1h,Représentation dramatisée du programme spatial habité Apollo.,"8,6",13 k
https://www.imdb.com/title/tt7278862/?ref_=chttvtp_i_240,L'amie prodigieuse,2018– ,4,25,1h,Une femme raconte ses amitiés et ses conflits avec une fillette qu'elle a rencontrée à l'école primaire à Naples au début des années 50.,"8,6",18 k
https://www.imdb.com/title/tt0421357/?ref_=chttvtp_i_229,Fullmetal Alchemist,2003–2004,,51,24min,"Lorsqu'un rituel alchimique raté laisse les frères Edward et Alphonse Elric avec des corps gravement endommagés, ils commencent à chercher la seule chose qui puisse les sauver; la pierre phi...","8,5",77 k
https://www.imdb.com/title/tt3230854/?ref_=chttvtp_i_233,The Expanse,2015–2022,6,62,1h,L'état fragile de guerre froide du système solaire est menacé alors qu'une vaste conspiration est lentement découverte.,"8,5",171 k
https://www.imdb.com/title/tt0149460/?ref_=chttvtp_i_228,Futurama,1999– ,14,180,22min,"Fry, un livreur de pizza se retrouve accidentellement congelé en 1999 et décongelé pour le réveillon du Nouvel An 2999.","8,5",260 k
https://www.imdb.com/title/tt2575988/?ref_=chttvtp_i_225,Silicon Valley,2014–2019,6,53,28min,"Suit la lutte de Richard Hendricks, un ingénieur de la Silicon Valley qui tente de créer sa propre société appelée Pied Piper.","8,5",165 k
https://www.imdb.com/title/tt0436992/?ref_=chttvtp_i_226,Doctor Who,2005–2022,13,175,45min,"Les nouvelles aventures dans le temps et l'espace de l'aventurier extraterrestre connu sous le nom de Docteur, un Seigneur ou une Dame du Temps capable de changer d'apparence et de sexe en s...","8,6",245 k
https://www.imdb.com/title/tt3526078/?ref_=chttvtp_i_227,Schitt's Creek,2015–2020,6,80,22min,"Lorsque le riche magnat de la vidéothèque Johnny Rose et sa famille se retrouvent soudainement en faillite, ils sont obligés de quitter leur vie choyée pour se regrouper à Schitt's Creek.","8,5",144 k
https://www.imdb.com/title/tt4647692/?ref_=chttvtp_i_224,Letterkenny,2016–2023,12,81,30min,Comédie vive et entraînante sur la vie quotidienne des ploucs d'une petite ville.,"8,6",29 k
https://www.imdb.com/title/tt1710308/?ref_=chttvtp_i_223,Regular Show,2010–2017,8,244,23min,Les aventures quotidiennes surréalistes d'un oiseau et d'un raton laveur qui tentent de faire face à leurs emplois en tant que gardiens de parc.,"8,5",57 k
https://www.imdb.com/title/tt0417349/?ref_=chttvtp_i_222,Nord et Sud,2004,,4,3h 55min,"Une adaptation en quatre parties de l'histoire d'amour d'Elizabeth Gaskell, qui raconte l'histoire de Margaret Hale, une bourgeoise du sud obligée de s'installer dans la ville de Milton, dan...","8,6",35 k
https://www.imdb.com/title/tt1758429/?ref_=chttvtp_i_221,Spartacus: les dieux de l'arène,2011,,6,5h 31min,"Bien avant l'arrivée de Spartacus, la Maison de Batiatus affronte de nombreux défis face à ses concurrents, et au sein de sa propre maison.","8,5",145 k
https://www.imdb.com/title/tt5288312/?ref_=chttvtp_i_220,Skam,2015–2017,4,43,30min,"L'histoire d'adolescents et élèves du Lycée Hartvig Nissens à Oslo, qui parle de leurs ennuis, leurs conflits et leur vie de tous les jours. Chaque saison est racontée d'un point de vue diff...","8,6",38 k
https://www.imdb.com/title/tt4093826/?ref_=chttvtp_i_217,Twin Peaks: The Return,2017,,18,,25 ans après que les habitants d'une pittoresque ville du nord-ouest américain aient été stupéfaits par l'assassinat de leur reine de bal.,"8,5",75 k
https://www.imdb.com/title/tt0112159/?ref_=chttvtp_i_215,Neon Genesis Evangelion,1995–1996,,26,24min,Un adolescent se retrouve recruté par son père comme membre d'une équipe de pilotes d'élite.,"8,5",84 k
https://www.imdb.com/title/tt1586680/?ref_=chttvtp_i_216,Shameless,2011–2021,11,134,46min,Un homme alcoolique vit dans un état de stupeur permanent alors que ses six enfants font de leur mieux pour gérer les choses.,"8,5",281 k
https://www.imdb.com/title/tt0118273/?ref_=chttvtp_i_219,Brass Eye,1997–2001,2,7,25min,"Controversial spoof of current affairs television, and the role of celebrity in the UK.","8,6",12 k
https://www.imdb.com/title/tt0290988/?ref_=chttvtp_i_218,Trailer Park Boys,2001–2018,12,106,30min,Trois criminels réalisent un documentaire sur leur vie dans un parc à caravanes.,"8,5",50 k
https://www.imdb.com/title/tt1124373/?ref_=chttvtp_i_214,Sons of Anarchy,2008–2014,7,92,45min,Un homme d'une trentaine d'années peine à trouver l'équilibre entre sa vie de jeune père et son implication dans un club de motards.,"8,6",321 k
https://www.imdb.com/title/tt1513168/?ref_=chttvtp_i_213,Voyage dans l'espace-temps,2010–2017,8,62,1h,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there bef...","8,6",18 k
https://www.imdb.com/title/tt0290978/?ref_=chttvtp_i_212,The Office,2001–2003,3,14,,"L'histoire d'un bureau qui va se fermer ses portes, on décide de donner plus de pouvoir à ses succursales. Un équipage de film suit le personnel et le directeur David Brent alors qu'ils cont...","8,5",122 k
https://www.imdb.com/title/tt3428912/?ref_=chttvtp_i_211,Happy Valley,2014–2023,3,18,,"Catherine Cawood est la sergente de garde lorsque Kevin Weatherill, comptable agité et nerveux, se rend à son bureau de l'ouest du Yorkshire pour signaler un crime.","8,5",64 k
https://www.imdb.com/title/tt1442449/?ref_=chttvtp_i_209,Spartacus: le sang des gladiateurs,2010–2013,3,33,55min,L'histoire des plus grands gladiateurs de l'histoire se déroule sous le signe de la violence et des passions des femmes qui les aiment.,"8,5",256 k
https://www.imdb.com/title/tt0163507/?ref_=chttvtp_i_207,Whose Line Is It Anyway?,1998–2007,8,220,30min,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audien...,"8,5",46 k
https://www.imdb.com/title/tt8289930/?ref_=chttvtp_i_210,Formule 1: Pilotes de leur destin,2019– ,6,60,40min,Docuseries sur le Championnat du Monde de Formule 1 de la FIA 2018.,"8,5",50 k
https://www.imdb.com/title/tt10638036/?ref_=chttvtp_i_208,Heartstopper,2022– ,3,24,30min,"Deux adolescents, Charlie et Nick, découvrent que leur amitié improbable pourrait être quelque chose de plus alors qu'ils naviguent entre l'école et le jeune amour dans cette série sur le pa...","8,6",75 k
https://www.imdb.com/title/tt5897304/?ref_=chttvtp_i_204,Mob Psycho 100,2016–2022,3,37,24min,Un collégien télépathe tente de mener une vie normale et de garder le contrôle de ses pouvoirs grandissants malgré le fait qu'ils s'attire constemment des ennuis.,"8,6",44 k
https://www.imdb.com/title/tt1492966/?ref_=chttvtp_i_206,Louie,2010–2015,5,61,22min,"La vie de Louie C.K., un comédien divorcé vivant à New York avec deux enfants.","8,5",82 k
https://www.imdb.com/title/tt4082744/?ref_=chttvtp_i_205,Detectorists,2014–2022,3,20,30min,"La vie de deux détecteurs de métaux excentriques, qui passent leurs journées à arpenter les pistes labourées et les champs ouverts, dans l'espoir de tromper l'ennui en déterrant la fortune d...","8,6",21 k
https://www.imdb.com/title/tt0278238/?ref_=chttvtp_i_203,Samurai Jack,2001–2017,5,62,23min,Un samouraï retourne dans le temps et se bat pour rentrer chez lui et sauver le monde.,"8,5",59 k
https://www.imdb.com/title/tt0403778/?ref_=chttvtp_i_202,Long Way Round,2004–2010,,10,5h 15min,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and ...","8,6",15 k
https://www.imdb.com/title/tt0129690/?ref_=chttvtp_i_201,I'm Alan Partridge,1997–2002,2,12,29min,"A failed television presenter, now presenting a programme on local desperately tries to revive his broadcasting career.","8,6",22 k
